Item ID,Barcode,Title,Author,Genre
21605934,37365003042508,Relentless melt : a novel,"Bushnell, Jeremy P.",Sci Fi
20424878,37365002951238,"Silent winds, dry seas : a novel","Busjeet, Vinod",Literary Fiction
18495291,37365002814873,The lost for words bookshop : a novel,"Butland, Stephanie",Literary Fiction
21394228,37365003113333,Someone else's life : a thriller,"Butler, Lyn Liao",Thriller
20390033,37365002954158,Godspeed : a novel,"Butler, Nickolas",Literary Fiction
20468266,37365002959801,Late city : a novel,"Butler, Robert Olen",Literary Fiction
22522235,37365003187378,Tartufo,"Buxton, Kira Jane",Literary Fiction
16996389,37365002689671,Doing it over,"Bybee, Catherine.",Romance
21427132,37365003116666,Lookout,"Byl, Christine 1973-",Literary Fiction
2421488,37365002429599,Big decisions,"Byler, Linda.",Christian Fiction
2841556,37365002415093,Running around (and such),"Byler, Linda.",Christian Fiction
2844983,37365002415101,When strawberries bloom,"Byler, Linda.",Christian Fiction
967825,37365002479610,Wild horses,"Byler, Linda.",Christian Fiction
21054175,37365003097692,Heirlooms : a novel,"Byrd, Sandra",Christian Fiction
20962121,37365003050717,The gatekeeper,"Byrne, James (Writer of suspense fiction)",Thriller
21689359,37365003063603,Deadlock : a thriller,"Byrne, James 1977-",Thriller
22522056,37365003184300,Chain reaction,"Byrne, James (Suspense fiction writer)",Thriller
14390882,37365002516510,Waiting for spring : a novel,"Cabot, Amanda 1948-",Christian Fiction
16823119,37365002678443,Remembrance,"Cabot, Meg",Romance
19430350,37365002891848,No judgments : a novel,"Cabot, Meg",Romance
19908775,37365002999120,No offense : a novel,"Cabot, Meg",Romance
20468406,37365002964777,No words : a novel,"Cabot, Meg",Romance
22242314,37365003148719,A cage went in search of a bird : ten Kafkaesque stories,,Literary Fiction
19585642,37365002900631,Indelicacy,"Cain, Amina",Literary Fiction
21883412,37365003123308,Deadly game,"Caine, Michael",Thriller
21300203,37365003104134,The duke alone,"Caldwell, Christi",Romance
21493478,37365003119124,The heiress at sea,"Caldwell, Christi",Romance
18724125,37365002835076,A light of her own,"Callaghan, Carrie 1980-",Historical Fiction
22064434,37365003131129,The hearing test : a novel,"Callahan, Eliza Barry",Literary Fiction
22194759,37365003141631,The lost letters from Martha's Vineyard : a novel,"Callahan, Michael 1963-",Historical Fiction
18360564,37365002804890,Paris by the book : a novel,"Callanan, Liam",Literary Fiction
21402599,37365003117318,When in Rome : a novel,"Callanan, Liam",Literary Fiction
18911902,37365002848772,"Dear George, Dear Mary","Calvi, Mary 1969-",Historical Fiction
22072300,37365003135625,The British booksellers : a novel of the Forgotten Blitz,"Cambron, Kristy",Historical Fiction
21185171,37365003094020,The Italian ballerina,"Cambron, Kristy",Historical Fiction
17570945,37365002726358,To the farthest shores,"Camden, Elizabeth 1948-",Christian Fiction
18110837,37365002781023,A dangerous legacy,"Camden, Elizabeth 1965-",Christian Fiction
3729709,37365002435604,The lady of Bolton Hill : a novel,"Camden, Elizabeth 1965-",Christian Fiction
18110863,37365002780090,Seeds of hope,"Cameron, Barbara 1949-",Christian Fiction
22209919,37365003144486,The ballad of Jacquotte Delahaye : a novel,"Cameron, Briony",Historical Fiction
21059692,37365003081126,Nameless acts of cruelty : a novel of suspense,"Cameron, Julie (Suspense fiction writer)",Thriller
20390055,37365002954166,Just one look : a novel,"Cameron, Lindsay",Thriller
22322419,37365003157330,Bad river,"Cameron, Marc",Thriller
18958659,37365002853632,Open carry,"Cameron, Marc",Thriller
21182071,37365003093485,The house party : a novel,"Cameron, Rita (Novelist)",Thriller
19430426,37365002886376,A dog's promise,"Cameron, W. Bruce",Literary Fiction
21315624,37365003109836,"Love, Clancy : diary of a good dog","Cameron, W. Bruce",Literary Fiction
695421,37365002411753,A dog's purpose,"Cameron, W. Bruce.",Literary Fiction
15071340,37365002555070,The dogs of Christmas,"Cameron, W. Bruce.",Literary Fiction
18678884,37365002825630,The Sacco Gang,"Camilleri, Andrea",Mystery
21939485,37365003123084,The waters : a novel,"Campbell, Bonnie Jo 1962-",Literary Fiction
21059699,37365003098021,Cat brushing : and other stories,"Campbell, Jane 1942-",Literary Fiction
22300779,37365003157108,Interpretations of love a novel,"Campbell, Jane 1942-",Literary Fiction
18613573,37365002823577,She was the quiet one,"Campbell, Michele (Michele Martinez) 1962-",Thriller
19211484,37365002876195,A stranger on the beach,"Campbell, Michele 1962-",Thriller
17669516,37365002744880,It's always the husband,"Campbell, Michele 1962-",Thriller
21819623,37365003072232,The intern,"Campbell, Michele 1962-",Thriller
19863862,37365002995268,The wife who knew too much,"Campbell, Michele 1962-",Thriller
22087303,37365003133893,The widow spy : a novel,"Campisi, Megan 1976-",Historical Fiction
21217379,37365003099110,City dark : a thriller,"Canaff, Roger A.",Thriller
20925943,37365003052515,The hacienda,"CaÃ±as, Isabel",Horror
21018790,37365003049966,A proposal they can't refuse,"CaÃ±a, Natalie",Romance
21886107,37365003077140,A dish best served hot,"CaÃ±a, Natalie",Romance
18613558,37365002822769,Our house,"Candlish, Louise",Thriller
20839075,37365003023318,The Heights,"Candlish, Louise",Thriller
20447615,37365002951113,The other passenger,"Candlish, Louise",Thriller
18908931,37365002706145,The trouble with goats and sheep : a novel,"Cannon, Joanna",Literary Fiction
21059775,37365003080748,A tidy ending : a novel,"Cannon, Joanna (Psychiatrist)",Thriller
18613584,37365002828311,Three things about Elsie : a novel,"Cannon, Joanna (Psychiatrist)",Literary Fiction
17910188,37365002758351,Meddling kids : a novel,"Cantero, Edgar 1981-",Horror
20715832,37365002979700,Beautiful little fools : a novel,"Cantor, Jillian",Historical Fiction
22474831,37365003175373,The greatest lie of all,"Cantor, Jillian",Historical Fiction
17699336,37365002749350,The lost letter : a novel,"Cantor, Jillian",Historical Fiction
21105574,37365003080441,Code of courage : a novel,"Cantore, Janice",Christian Fiction
20250375,37365002934630,Scorpion : a novel,"Cantrell, Christian",Sci Fi
21328878,37365003105420,Barefoot doctor : a novel,Canxue 1953-,Literary Fiction
801595,37365002278897,Breakfast at Tiffany's : a short novel and three stories,"Capote, Truman 1924-1984",Literary Fiction
752490,37365002191033,Blue skies,"Carr, Robyn.",Romance
3459657,37365002200370,Down by the river,"Carr, Robyn.",Romance
525748,37365004238238,The hornet's nest : a novel of the Revolutionary War,"Carter, Jimmy 1924-2024",Historical Fiction
16505047,37365002650129,The Wild Inside : a novel of suspense,"Carbo, Christine.",Mystery
19654901,37365002917924,These ghosts are family : a novel,"Card, Maisy",Literary Fiction
21174751,37365003093006,The storyteller's death : a novel,"Cardinal, Ann DÃ¡vila",Mystery
20250385,37365002931123,Leda and the swan,"Caritj, Anna",Literary Fiction
20590919,37365003014903,Night call,"Carlson, Brenden",Horror
17560907,37365002937591,The red coat : a novel of Boston,"Carlson, Dolley.",Historical Fiction
21745197,37365003071028,A royal Christmas : a Christmas novella,"Carlson, Melody",Christian Fiction
22022189,37365003132994,Just for the summer : a novel,"Carlson, Melody",Christian Fiction
20858116,37365003024928,Looking for Leroy,"Carlson, Melody",Christian Fiction
19704337,37365002910671,The happy camper,"Carlson, Melody",Christian Fiction
15885888,37365002609778,The Christmas cat,"Carlson, Melody.",Christian Fiction
22474804,37365003175910,Beneath the poet's house : a thriller,"Carmen, Christa",Thriller
17821815,37365002748501,Weaver's Needle,"Caroll, Robin.",Christian Fiction
22446808,37365003172107,The last secret : a novel,"Caron, Maia",Historical Fiction
22066569,37365003131038,The tower : a novel,"Carr, Flora",Historical Fiction
20307513,37365002934457,The devil's hand : a thriller,"Carr, Jack (Joint pseudonym)",Thriller
18280414,37365002793937,The terminal list : a thriller,"Carr, Jack (Joint pseudonym)",Thriller
17673036,37365002733396,Any day now,"Carr, Robyn",Romance
21207427,37365003097064,Holidays in Virgin River,"Carr, Robyn",Romance
20004129,37365002999153,Return to Virgin River,"Carr, Robyn",Romance
19719442,37365002907081,Sunrise on Half Moon Bay,"Carr, Robyn",Romance
18888558,37365002844896,The best of us,"Carr, Robyn",Romance
18440298,37365002808578,The family gathering,"Carr, Robyn",Romance
21939548,37365003126707,The friendship club,"Carr, Robyn",Romance
20175166,37365002922395,Virgin River,"Carr, Robyn",Romance
19568518,37365002893455,The country guesthouse,"Carr, Robyn.",Romance
16914916,37365002687089,What we find,"Carr, Robyn.",Romance
22094870,37365003133471,Lost man's lane : a novel,"Carson, Scott 1982-",Horror
20582627,37365002965808,Where they wait : a novel,"Carson, Scott 1982-",Horror
21689360,37365003063777,The blonde identity : a novel,"Carter, Ally",Thriller
20791853,37365002979197,Between the devil and the deep blue sea : a novel,"Carter, AndrÃ© Lewis",Historical Fiction
21395891,37365003111568,Owner of a lonely heart : a novel,"Carter, Eva",Romance
20255446,37365002934580,The photographer,"Carter, Mary Dixie",Thriller
18006308,37365002768582,The last ballad : a novel,"Cash, Wiley",Historical Fiction
1991632,37365002485203,A land more kind than home,"Cash, Wiley.",Literary Fiction
22442052,37365003171323,The Christmas countdown,"Cassidy, Holly",Romance
21885942,37365003076571,The Christmas wager,"Cassidy, Holly",Romance
21641589,37365003060112,Save what's left,"Castellano, Elizabeth 1990-",Literary Fiction
22432582,37365003181496,The sound of us,"Castille, Sarah",Romance
21181851,37365003093782,Sweetwater and the witch,"Castle, Jayne",Romance
20962057,37365003048950,The novelist : a novel,"Castro, Jordan",Literary Fiction
20390087,37365002964447,The queen of the cicadas = la reina de las chicharras,"Castro, V",Horror
22474837,37365003185729,Keep me,"Cate, Sara",Romance
21402562,37365003117045,Birnam Wood,"Catton, Eleanor 1985-",Thriller
22086138,37365003132234,"Kill for me, kill for you","Cavanagh, Steve",Thriller
19356466,37365002881484,Thirteen,"Cavanagh, Steve",Thriller
22167645,37365003138769,One last shot : a novel,"Cayouette, Betty",Romance
21651914,37365003059643,Hello stranger,"Center, Katherine",Romance
18403588,37365002806119,How to walk away,"Center, Katherine",Romance
19314355,37365002879801,Things you save in a fire,"Center, Katherine",Romance
21398257,37365003113739,Such pretty flowers : a novel,"Cerra, K. L.",Horror
19908735,37365003001348,Clown in a cornfield,"Cesare, Adam",Horror
21054541,37365003090127,Tomorrow in Shanghai : and other stories,"Chai, May-lee",Literary Fiction
20468355,37365002957268,A play for the end of the world,"Chakrabarti, Jai",Historical Fiction
21545379,37365003038811,Kismet : a novel,"Chalsen, Becky",Romance
22234901,37365003147489,Serendipity : a novel,"Chalsen, Becky",Romance
238944,37365002332298,Before the storm,"Chamberlain, Diane 1950-",Thriller
19568532,37365002893257,Big lies in a small town,"Chamberlain, Diane 1950-",Mystery
15071284,37365002555252,Necessary lies,"Chamberlain, Diane 1950-",Historical Fiction
16548033,37365002659344,Pretending to dance,"Chamberlain, Diane 1950-",Literary Fiction
18675129,37365002826968,The dream daughter,"Chamberlain, Diane 1950-",Sci Fi
3507817,37365002487688,The good father,"Chamberlain, Diane 1950-",Thriller
20715808,37365002974941,The last house on the street,"Chamberlain, Diane 1950-",Historical Fiction
3283292,37365002936692,The lies we told,"Chamberlain, Diane 1950-",Thriller
15908728,37365002611956,The silent sister,"Chamberlain, Diane 1950-",Mystery
18005576,37365002770406,The stolen marriage,"Chamberlain, Diane 1950-",Historical Fiction
18631198,37365002821423,The summer nanny,"Chamberlin, Holly 1962-",Romance
20582607,37365002967481,Small pleasures : a novel,"Chambers, Clare",Literary Fiction
22421553,37365003167339,The secret war of Julia Child : a novel,"Chambers, Diana R.",Historical Fiction
22210000,37365003144155,Swift River,"Chambers, Essie",Literary Fiction
20206341,37365002925927,The city of good death : a novel,"Champaneri, Priyanka",Literary Fiction
20715838,37365002975104,The school for good mothers : a novel,"Chan, Jessamine",Sci Fi
20582625,37365002969578,"What storm, what thunder","Chancy, Myriam J. A. 1970-",Historical Fiction
21689507,37365003068784,Tomb sweeping : stories,"Chang, Alexandra 1988-",Literary Fiction
21651899,37365003063876,A quitter's paradise : a novel,"Chang, Elysha",Literary Fiction
19720026,37365002912842,The library of legends : a novel,"Chang, Janie",Historical Fiction
20762163,37365002979874,The family Chao : a novel,"Chang, Lan Samantha",Literary Fiction
21651982,37365003072703,"Deep as the sky, red as the sea : a novel","Chang-Eppig, Rita",Historical Fiction
21174528,37365003092149,Ghost eaters : a novel,"Chapman, Clay McLeod",Horror
22072718,37365003133844,The audacity,"Chapman, Ryan",Literary Fiction
21479272,37365003117821,The secret lives of country gentlemen,"Charles, KJ",Romance
21059778,37365003081779,Big Red : a novel starring Rita Hayworth and Orson Welles,"Charyn, Jerome",Historical Fiction
21054146,37365003044793,The birdcage,"Chase, Eve",Mystery
19863882,37365002995474,The daughters of Foxcote Manor,"Chase, Eve",Mystery
20782557,37365003021528,The great Mrs. Elias : a novel,"Chase-Riboud, Barbara",Historical Fiction
21156700,37365003100405,Singer distance,"Chatagnier, Ethan",Sci Fi
21651907,37365003062795,Good fortune,"Chau, C. K.",Romance
21651977,37365003066887,Before she finds me : a novel,"Chavez, Heather",Thriller
20855337,37365003034968,Blood will tell : a novel,"Chavez, Heather",Thriller
22263087,37365003155524,What we'll burn last,"Chavez, Heather",Thriller
21674007,37365003059783,The last of the menu girls,"ChÃ¡vez, Denise.",Literary Fiction
188411,37365002094526,Girl with a pearl earring,"Chevalier, Tracy.",Historical Fiction
16846473,37365002680977,The queen of the night,"Chee, Alexander",Historical Fiction
21986747,37365003130113,Acts of forgiveness : a novel,"Cheeks, Maura",Literary Fiction
18581046,37365002820003,Mary B : a novel,"Chen, Katherine 1990-",Historical Fiction
21054182,37365003099383,Joan : a novel,"Chen, Katherine J. 1990-",Historical Fiction
20855272,37365003032111,Activities of daily living : a novel,"Chen, Lisa",Literary Fiction
19588364,37365002857575,A beginning at the end,"Chen, Mike",Sci Fi
21939566,37365003124777,A quantum love story : a novel,"Chen, Mike",Sci Fi
21403238,37365003112095,Vampire weekend,"Chen, Mike",Fantasy
22430093,37365003169012,The burrow : a novel,"Cheng, Melanie",Literary Fiction
20425867,37365002949034,The mixtape,"Cherry, Brittainy C.",Romance
22022167,37365003131939,The air he breathes,"Cherry, Brittainy C.",Romance
22246042,37365003147737,The fire between high & lo,"Cherry, Brittainy C.",Romance
22232434,37365003146697,The glassmaker,"Chevalier, Tracy",Historical Fiction
20877665,37365003026865,Girl with a pearl earring,"Chevalier, Tracy.",Historical Fiction
14390661,37365002516049,The last runaway,"Chevalier, Tracy.",Historical Fiction
3229992,37365003150160,The virgin blue,"Chevalier, Tracy.",Historical Fiction
4112038,37365004252155,The sugar camp quilt : an Elm Creek quilts novel,"Chiaverini, Jennifer.",Literary Fiction
20636229,37365002968240,The hunger of crows : a novel,"Chiappone, Richard",Literary Fiction
20418430,37365002947970,The lost girls : a novel,"Chiarella, Jessica",Thriller
21745225,37365003068297,Canary girls : a novel,"Chiaverini, Jennifer",Historical Fiction
19761003,37365002910754,Mrs. Lincoln's sisters : a novel,"Chiaverini, Jennifer",Historical Fiction
19133693,37365002863284,Resistance women : a novel,"Chiaverini, Jennifer",Historical Fiction
21054228,37365003036039,Switchboard soldiers : a novel,"Chiaverini, Jennifer",Historical Fiction
19430319,37365002886517,The Christmas boutique,"Chiaverini, Jennifer",Romance
20390136,37365002948507,The women's march : a novel of the 1913 woman suffrage procession,"Chiaverini, Jennifer",Historical Fiction
14395357,37365002516734,Mrs. Lincoln's dressmaker : a novel,"Chiaverini, Jennifer.",Historical Fiction
21781350,37365003068644,Pet,"Chidgey, Catherine 1970-",Thriller
20270809,37365002933202,Remote sympathy,"Chidgey, Catherine 1970-",Historical Fiction
18642557,37365002822603,Smothered,"Chiklis, Autumn 1993-",Literary Fiction
3044352,37365004269662,Deep storm : a novel,"Child, Lincoln.",Thriller
1105335,37365002335531,Terminal freeze : a novel,"Child, Lincoln.",Thriller
22348390,37365003161290,Safe enough : and other stories,"Child, Lee",Thriller
21054205,37365003036203,Chrysalis : a thriller,"Child, Lincoln",Thriller
17669502,37365002738874,Full wolf moon : a novel,"Child, Lincoln",Thriller
17699373,37365002749210,Matchup,,Thriller
19972148,37365003002833,The nicotine chronicles,,Literary Fiction
22157462,37365003139577,Killing floor,"Child, Lee",Thriller
22188755,37365003140757,Bad luck and trouble,"Child, Lee",Thriller
3264651,37365002295206,Nothing to lose : a Jack Reacher novel,"Child, Lee.",Thriller
22233836,37365003140393,Gone tomorrow,"Child, Lee",Thriller
22226083,37365003145947,61 hours,"Child, Lee.",Thriller
3081433,37365003140948,Worth dying for : a Reacher novel,"Child, Lee.",Thriller
3502545,37365002463390,The affair : a Reacher novel,"Child, Lee.",Thriller
14191217,37365002504474,A wanted man : a Jack Reacher novel,"Child, Lee.",Thriller
15022808,37365003140971,Never go back : a Jack Reacher novel,"Child, Lee",Thriller
15706746,37365002599060,Personal : a Jack Reacher novel,"Child, Lee.",Thriller
22174858,37365003138736,Die trying,"Child, Lee.",Thriller
16493358,37365003140070,Make me : a Jack Reacher novel,"Child, Lee.",Thriller
17330178,37365002711715,Night school : a Jack Reacher novel,"Child, Lee",Thriller
18071979,37365003146382,The midnight line : a Jack Reacher novel,"Child, Lee",Thriller
17669535,37365002738866,No middle name : the complete collected Jack Reacher short stories,"Child, Lee",Thriller
18722854,37365002833956,Past tense : a Jack Reacher novel,"Child, Lee",Thriller
19341817,37365002884330,Blue moon : a Jack Reacher novel,"Child, Lee",Thriller
19972118,37365003003609,The sentinel : a Jack Reacher novel,"Child, Lee",Thriller
20550926,37365002959249,Better off dead,"Child, Lee",Thriller
21156639,37365003097148,No plan B,"Child, Lee",Thriller
21845427,37365003074139,The secret,"Child, Lee",Thriller
22463559,37365003169467,In too deep,"Child, Lee",Thriller
22186423,37365003140815,Tripwire,"Child, Lee.",Thriller
2992254,37365003180092,Running blind,"Child, Lee",Thriller
4078532,37365003138207,Echo burning : a Jack Reacher novel,"Child, Lee.",Thriller
22188828,37365003140286,Without fail,"Child, Lee",Thriller
22223645,37365003140401,Persuader: A Jack Reacher Novel,"Child, Lee",Thriller
22238652,37365003148057,One shot,"Child, Lee",Thriller
22194747,37365003141664,Swiped : a novel,"Chilton, L. M.",Romance
21209736,37365003095803,The strange inheritance of Leah Fern : a novel,"Chin, Rita Zoey",Literary Fiction
18452299,37365002809493,Widow's Point,"Chizmar, Richard 1965-",Horror
19513801,37365002898397,Gwendy's magic feather,"Chizmar, Richard 1965-",Fantasy
22283655,37365003171133,The friend zone experiment,"Cho, Zen",Romance
4044605,37365002104259,The awakening,"Chopin, Kate 1851-1904",Literary Fiction
18997358,37365002858375,Trust exercise : a novel,"Choi, Susan 1969-",Literary Fiction
3051102,37365002247876,Buddha : a story of enlightenment,"Chopra, Deepak.",Literary Fiction
21883445,37365003120809,"Welcome home, stranger : a novel","Christensen, Kate 1962-",Literary Fiction
20390091,37365002945511,The rehearsals,"Christie, Annette",Romance
17737920,37365002741050,A single spy,"Christie, William 1960-",Historical Fiction
20412336,37365002947020,Hot under his collar,"Christopher, Andie J.",Romance
21745433,37365003071390,Unrealistic expectations,"Christopher, Andie J.",Romance
20194986,37365002930109,In the company of killers,"Christy, Bryan",Thriller
20933936,37365003034604,The stand-in,"Chu, Lily",Romance
22123803,37365003141615,The takedown,"Chu, Lily",Romance
19113488,37365002872004,The tenth muse : a novel,"Chung, Catherine",Literary Fiction
22167573,37365003139189,Daughters of Shandong,"Chung, Eve J.",Historical Fiction
17104393,37365002693970,The atomic weight of love,"Church, Elizabeth J.",Literary Fiction
22042712,37365003128646,The girls we sent away : a novel,"Church, Meagan",Historical Fiction
21489511,37365003118506,The last Carolina girl : a novel,"Church, Meagan",Historical Fiction
20106448,37365003018144,Beauty among ruins,"Ciesielski, J'nell",Christian Fiction
21249083,37365003105354,The brilliance of stars : a Jack and Ivy novel,"Ciesielski, J'nell",Christian Fiction
20534526,37365002962342,The ice swan,"Ciesielski, J'nell",Christian Fiction
22283699,37365003158684,The winged tiara : a novel,"Ciesielski, J'nell",Christian Fiction
21736409,37365003067364,To free the stars,"Ciesielski, J'nell",Christian Fiction
20641434,37365002969669,"Martita, I remember you = Martita, te recuerdo","Cisneros, Sandra",Literary Fiction
1216382,37365001235567,The hunt for Red October,"Clancy, Tom 1947-2013",Thriller
2773264,37365004235002,The teeth of the tiger,"Clancy, Tom 1947-2013",Thriller
3365834,37365002067340,A cry in the night,"Clark, Mary Higgins.",Mystery
4027163,37365002162778,My gal Sunday,"Clark, Mary Higgins.",Mystery
4074695,37365002067415,Stillwatch,"Clark, Mary Higgins.",Mystery
4049221,37365002067357,The cradle will fall,"Clark, Mary Higgins.",Mystery
3011682,37365004232983,The second time around,"Clark, Mary Higgins.",Mystery
4101536,37365002067282,"Weep no more, my lady : a novel","Clark, Mary Higgins.",Mystery
3031849,37365004254748,Dancing in the dark,"Clark, Mary Jane Behrends.",Mystery
2587116,37365002216723,Lights out tonight,"Clark, Mary Jane Behrends.",Mystery
1511143,37365004246439,Jonathan Strange & Mr Norrell,"Clarke, Susanna.",Fantasy
3863804,37365002285942,Rainbow Six,"Clancy, Tom 1947-2013",Thriller
20962083,37365003050303,Tom Clancy : zero hour,"Bentley, Don",Thriller
20025526,37365003007881,Shadow of the dragon,"Cameron, Marc",Thriller
21292702,37365003111055,Tom Clancy : red winter,"Cameron, Marc",Thriller
18071988,37365002774044,Tom Clancy power and empire : a Jack Ryan novel,"Cameron, Marc.",Thriller
20390098,37365002946477,Shoulder season,"Clancy, Christina",Historical Fiction
18485635,37365002814170,Tom Clancy line of sight,"Maden, Mike",Thriller
17699374,37365002749269,Tom Clancy point of contact,"Maden, Mike",Thriller
21593543,37365003041385,Fallout,"Rovin, Jeff",Thriller
18460123,37365002811085,Tom Clancy's Op-Center. For honor,"Rovin, Jeff",Thriller
19130622,37365002863656,Tom Clancy's Op-Center. Sting of the wasp,"Rovin, Jeff",Thriller
21023334,37365003052341,Tom Clancy's Op-center : call of duty,"Rovin, Jeff",Thriller
20284202,37365002936148,Tom Clancy's Op-center. The Black Order,"Rovin, Jeff",Thriller
19997393,37365003005554,Even as we breathe : a novel,"Clapsaddle, Annette Saunooke",Historical Fiction
1542381,37365004274506,Dashing through the snow,"Clark, Mary Higgins.",Mystery
20360521,37365002955437,It had to be you : a novel,"Clark, Georgia",Romance
22418387,37365003166539,Most wonderful,"Clark, Georgia",Romance
19761013,37365002912008,The last flight : a novel,"Clark, Julie 1971-",Thriller
20962136,37365003049800,The lies I tell : a novel,"Clark, Julie 1971-",Thriller
19430433,37365002886558,Kiss the girls and make them cry : a novel,"Clark, Mary Higgins",Mystery
19997387,37365003008160,Piece of my heart,"Clark, Mary Higgins",Mystery
17330177,37365002711038,The Sleeping Beauty killer : an under suspicion novel,"Clark, Mary Higgins",Mystery
21543490,37365003038654,Where are the children now?,"Clark, Mary Higgins",Mystery
384033,37365002434672,Nighttime is my time,"Clark, Mary Higgins.",Mystery
4026409,37365002436024,No place like home,"Clark, Mary Higgins.",Mystery
1549262,37365002392557,The shadow of your smile,"Clark, Mary Higgins.",Mystery
20194905,37365002930000,"Girl, 11","Clarke, Amy Suiter",Thriller
21651998,37365003061797,Lay your body down.,"Clarke, Amy Suiter",Thriller
20855258,37365003053489,Artificial intellegencia : a novel,"Clarke, Richard A. (Richard Alan) 1951-",Thriller
19972112,37365002998718,Piranesi,"Clarke, Susanna",Fantasy
21348696,37365003110248,Hide,"Clark, Tracy 1961-",Mystery
21932237,37365003120221,Fall,"Clark, Tracy 1961-",Mystery
22474821,37365003175407,Echo,"Clark, Tracy 1961-",Mystery
20664368,37365002971913,Under color of law,"Clark, Aaron Philip",Mystery
21295087,37365003104373,Blue like me,"Clark, Aaron Philip",Mystery
22360009,37365003161407,Escape,"Clavell, James",Historical Fiction
22130817,37365003135138,ShÅgun,"Clavell, James",Historical Fiction
22251465,37365003152695,James Clavell's Tai-Pan.,"Clavell, James.",Historical Fiction
22251467,37365003152547,King rat,"Clavell, James",Historical Fiction
22245270,37365003147380,James Clavell's Noble House.,"Clavell, James",Historical Fiction
21726468,37365003064924,Falling hard for the royal guard,"Clawson, Megan",Romance
21315511,37365003111980,"Georgie, all along","Clayborn, Kate",Romance
20181531,37365002923419,Love at first,"Clayborn, Kate",Romance
19596846,37365002894487,Love lettering,"Clayborn, Kate",Romance
22072337,37365003133638,The other side of disappearing,"Clayborn, Kate",Romance
19341787,37365002881518,The last train to London : a novel,"Clayton, Meg Waite",Historical Fiction
20582598,37365002970550,The postmistress of Paris : a novel,"Clayton, Meg Waite",Historical Fiction
3797457,37365002379141,Little Bee,"Cleave, Chris.",Literary Fiction
20951124,37365003047929,The quiet people,"Cleave, Paul 1974-",Thriller
20975044,37365003051343,Our last days in Barcelona,"Cleeton, Chanel",Historical Fiction
22072729,37365003134610,The house on Biscayne Bay,"Cleeton, Chanel",Historical Fiction
19864118,37365002995607,The last train to Key West,"Cleeton, Chanel",Historical Fiction
20289611,37365002931446,The most beautiful girl in Cuba,"Cleeton, Chanel",Historical Fiction
20390127,37365002952848,The view was exhausting,"Clements, Mikaella",Romance
22338590,37365003158221,The queen's lies,"Clements, Oliver 1972-",Thriller
19063776,37365002863458,Keep you close : a novel,"Cleveland, Karen",Thriller
18222379,37365002787392,Need to know : a novel,"Cleveland, Karen",Thriller
21054249,37365003035635,The new neighbor : a novel,"Cleveland, Karen",Thriller
20424888,37365002955882,You can run : a novel,"Cleveland, Karen",Thriller
21916339,37365003128133,The general and Julia : a novel,"Clinch, Jon",Historical Fiction
21543526,37365003057704,The guest : a novel,"Cline, Emma",Literary Fiction
17107040,37365002693913,The girls : a novel,"Cline, Emma.",Literary Fiction
18472006,37365002812661,The president is missing : a novel,"Clinton, Bill 1946-",Thriller
20354910,37365002939076,The president's daughter : a thriller,"Clinton, Bill 1946-",Thriller
20550940,37365002965477,State of terror : a novel,"Clinton, Hillary Rodham",Thriller
21377817,37365003111576,"Something old, something new","Clipston, Amy",Christian Fiction
20533190,37365002962490,The heart of Splendid Lake,"Clipston, Amy",Christian Fiction
19378654,37365002882938,An Amish Christmas Bakery : four stories,,Christian Fiction
19863845,37365002995813,Watching you without me : a novel,"Coady, Lynn 1970-",Literary Fiction
21651567,37365003065194,Dead of winter,"Coates, Darcy",Horror
21013936,37365003049115,From below,"Coates, Darcy",Horror
19351037,37365002880718,The water dancer : a novel,"Coates, Ta-Nehisi",Historical Fiction
21651962,37365003061961,A likeable woman,"Cobb, May 1973-",Thriller
20925949,37365003047259,My summer darlings,"Cobb, May K. 1973-",Thriller
20250369,37365002936403,The Hunting Wives,"Cobb, May K. 1973-",Thriller
1739188,37365002261471,Bolitar's game : Back spin ; The final detail ; Darkest fear,"Coben, Harlan 1962-",Thriller
3279953,37365002375941,Caught,"Coben, Harlan 1962-",Thriller
1734436,37365002263121,Drop Shot,"Coben, Harlan 1962-",Thriller
888092,37365002331209,Long lost,"Coben, Harlan 1962-",Thriller
4085409,37365004261297,Promise me,"Coben, Harlan 1962-",Thriller
192556,37365000070577,Tell no one : a novel,"Coben, Harlan 1962-",Thriller
3151395,37365002238248,The woods,"Coben, Harlan 1962-",Thriller
17990505,37365002764672,Don't let go,"Coben, Harlan 1962-",Thriller
16873986,37365002685133,Fool me once,"Coben, Harlan 1962-",Thriller
17266314,37365002705675,Home,"Coben, Harlan 1962-",Thriller
21402527,37365003117599,I will find you,"Coben, Harlan 1962-",Thriller
15368020,37365002573339,Missing you,"Coben, Harlan 1962-",Thriller
4073673,37365002938565,No second chance,"Coben, Harlan 1962-",Thriller
18958658,37365002853731,Run away,"Coben, Harlan 1962-",Thriller
14733504,37365002531840,Six years,"Coben, Harlan 1962-",Thriller
14005629,37365002491433,Stay close,"Coben, Harlan 1962-",Thriller
19654878,37365002903775,The boy from the woods,"Coben, Harlan 1962-",Thriller
4052641,37365002933533,The innocent,"Coben, Harlan 1962-",Thriller
20782565,37365003024225,The match,"Coben, Harlan 1962-",Thriller
16115317,37365002623696,The stranger,"Coben, Harlan 1962-",Thriller
